Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
46,No,Travel_Rarely,526,Sales,1,College,Marketing,244,Female,Sales Executive,Low,Divorced,10453,1,No,25,Outstanding,80,24,24,13,7
38,No,Travel_Rarely,1380,Research & Development,9,College,Life Sciences,245,Female,Laboratory Technician,Very High,Single,2288,1,No,12,Excellent,80,2,2,2,1
31,No,Travel_Rarely,140,Research & Development,12,Below College,Medical,246,Female,Research Scientist,Very High,Married,3929,8,Yes,23,Outstanding,80,7,4,2,2
34,No,Travel_Rarely,629,Research & Development,27,College,Medical,247,Female,Research Scientist,Medium,Single,2311,2,No,15,Excellent,80,9,3,2,2
41,Yes,Travel_Rarely,1356,Sales,20,College,Marketing,248,Female,Sales Representative,Medium,Single,3140,1,Yes,22,Outstanding,80,4,4,3,2
50,No,Travel_Rarely,328,Research & Development,1,Bachelor,Medical,249,Male,Laboratory Technician,High,Married,3690,2,No,15,Excellent,80,5,3,2,2
53,No,Travel_Rarely,1084,Research & Development,13,College,Medical,250,Female,Manufacturing Director,Low,Divorced,4450,1,No,11,Excellent,80,5,4,2,3
33,No,Travel_Rarely,931,Research & Development,14,Bachelor,Medical,252,Female,Research Scientist,Medium,Married,2756,1,No,13,Excellent,80,8,8,7,6
40,No,Travel_Rarely,989,Research & Development,4,Below College,Medical,253,Female,Manager,High,Married,19033,1,No,14,Excellent,80,21,20,8,9
55,No,Travel_Rarely,692,Research & Development,14,Master,Medical,254,Male,Research Director,Medium,Single,18722,8,No,11,Excellent,80,36,24,15,15
34,No,Travel_Frequently,1069,Research & Development,2,Below College,Life Sciences,256,Male,Manufacturing Director,High,Married,9547,1,No,17,Excellent,80,10,10,9,9
51,No,Travel_Rarely,313,Research & Development,3,Bachelor,Medical,258,Female,Healthcare Representative,Medium,Single,13734,3,No,18,Excellent,80,21,7,7,0
52,No,Travel_Rarely,699,Research & Development,1,Master,Life Sciences,259,Male,Manager,High,Married,19999,0,No,14,Excellent,80,34,33,18,9
27,No,Travel_Rarely,894,Research & Development,9,Bachelor,Medical,260,Female,Research Scientist,Medium,Single,2279,1,No,16,Excellent,80,7,7,7,3
35,Yes,Travel_Rarely,556,Research & Development,23,College,Life Sciences,261,Male,Manufacturing Director,High,Married,5916,3,Yes,13,Excellent,80,8,1,0,1
43,No,Non-Travel,1344,Research & Development,7,Bachelor,Medical,262,Male,Research Scientist,Very High,Divorced,2089,4,No,14,Excellent,80,7,5,4,2
45,No,Non-Travel,1195,Research & Development,2,College,Medical,264,Male,Manager,Very High,Married,16792,9,No,23,Outstanding,80,22,20,8,8
37,No,Travel_Rarely,290,Research & Development,21,Bachelor,Life Sciences,267,Male,Research Scientist,Low,Married,3564,1,Yes,12,Excellent,80,8,8,7,7
35,No,Travel_Frequently,138,Research & Development,2,Bachelor,Medical,269,Female,Laboratory Technician,Medium,Single,4425,5,No,11,Excellent,80,10,6,2,2
42,No,Non-Travel,926,Research & Development,21,College,Medical,270,Female,Manufacturing Director,High,Divorced,5265,2,No,16,Excellent,80,11,5,3,2
38,No,Travel_Rarely,1261,Research & Development,2,Master,Life Sciences,271,Male,Manufacturing Director,High,Married,6553,9,No,14,Excellent,80,14,1,0,0
38,No,Travel_Rarely,1084,Research & Development,29,Bachelor,Technical Degree,273,Male,Manufacturing Director,Very High,Married,6261,3,No,18,Excellent,80,9,7,7,7
27,No,Travel_Frequently,472,Research & Development,1,Below College,Technical Degree,274,Male,Manufacturing Director,Low,Married,4298,5,No,19,Excellent,80,6,2,2,0
49,No,Non-Travel,1002,Research & Development,18,Master,Life Sciences,275,Male,Manufacturing Director,Very High,Divorced,6804,1,Yes,15,Excellent,80,7,7,7,7
34,No,Travel_Frequently,878,Research & Development,10,Master,Medical,277,Male,Research Scientist,High,Divorced,3815,1,Yes,17,Excellent,80,5,5,3,0
40,No,Travel_Rarely,905,Research & Development,19,College,Medical,281,Male,Laboratory Technician,Very High,Married,2741,8,Yes,15,Excellent,80,15,7,2,7
38,Yes,Travel_Rarely,1180,Research & Development,29,Below College,Medical,282,Male,Healthcare Representative,Low,Married,6673,7,Yes,19,Excellent,80,17,1,0,0
29,Yes,Travel_Rarely,121,Sales,27,Bachelor,Marketing,283,Female,Sales Executive,Very High,Married,7639,1,No,22,Outstanding,80,10,10,4,9
22,No,Travel_Rarely,1136,Research & Development,5,Bachelor,Life Sciences,284,Male,Research Scientist,Medium,Divorced,2328,1,Yes,16,Excellent,80,4,4,2,2
36,No,Travel_Frequently,635,Research & Development,18,Below College,Medical,286,Female,Laboratory Technician,Very High,Single,2153,1,No,13,Excellent,80,8,8,1,7
40,No,Non-Travel,1151,Research & Development,9,Doctor,Life Sciences,287,Male,Healthcare Representative,Very High,Married,4876,9,No,14,Excellent,80,5,3,2,2
46,No,Travel_Rarely,644,Research & Development,1,Master,Medical,288,Male,Healthcare Representative,Low,Divorced,9396,7,No,16,Excellent,80,17,4,2,3
32,Yes,Travel_Rarely,1045,Sales,4,Master,Medical,291,Male,Sales Executive,Very High,Married,10400,1,No,11,Excellent,80,14,14,8,8
30,No,Non-Travel,829,Research & Development,1,Below College,Life Sciences,292,Male,Manufacturing Director,High,Single,8474,1,No,22,Outstanding,80,12,11,8,8
27,No,Travel_Frequently,1242,Sales,20,Bachelor,Life Sciences,293,Female,Sales Executive,High,Single,9981,1,No,14,Excellent,80,7,7,7,7
51,No,Travel_Rarely,1469,Research & Development,8,Master,Life Sciences,296,Male,Research Director,Medium,Married,12490,5,No,16,Excellent,80,16,10,9,7
30,Yes,Travel_Rarely,1005,Research & Development,3,Bachelor,Technical Degree,297,Female,Research Scientist,Low,Single,2657,5,Yes,11,Excellent,80,8,5,2,4
41,No,Travel_Rarely,896,Sales,6,Bachelor,Life Sciences,298,Female,Manager,Very High,Single,13591,3,Yes,18,Excellent,80,16,1,0,0
30,Yes,Travel_Frequently,334,Sales,26,Master,Marketing,299,Female,Sales Executive,Low,Single,6696,5,No,15,Excellent,80,9,6,3,1
29,Yes,Travel_Rarely,992,Research & Development,1,Bachelor,Technical Degree,300,Male,Research Scientist,High,Single,2058,0,No,14,Excellent,80,7,6,2,5
45,No,Non-Travel,1052,Sales,6,Bachelor,Medical,302,Female,Sales Executive,Very High,Single,8865,6,No,12,Excellent,80,23,19,7,8
54,No,Travel_Rarely,1147,Sales,3,Bachelor,Marketing,303,Female,Sales Executive,Low,Married,5940,2,No,14,Excellent,80,16,6,2,5
36,No,Travel_Rarely,1396,Research & Development,5,College,Life Sciences,304,Male,Laboratory Technician,Medium,Single,5914,8,No,16,Excellent,80,16,13,11,7
33,No,Travel_Rarely,147,Research & Development,4,Master,Medical,305,Female,Research Scientist,Medium,Married,2622,6,No,21,Outstanding,80,7,3,2,1
37,No,Travel_Frequently,663,Research & Development,11,Bachelor,Other,306,Male,Research Director,Very High,Divorced,12185,1,Yes,14,Excellent,80,10,10,8,7
38,No,Travel_Rarely,119,Sales,3,Bachelor,Life Sciences,307,Male,Sales Executive,High,Divorced,10609,0,No,12,Excellent,80,17,16,10,13
31,No,Non-Travel,979,Research & Development,1,Master,Medical,308,Male,Manufacturing Director,High,Married,4345,0,No,12,Excellent,80,6,5,4,4
59,No,Travel_Rarely,142,Research & Development,3,Bachelor,Life Sciences,309,Male,Research Scientist,Very High,Married,2177,3,No,17,Excellent,80,7,1,0,0
37,No,Travel_Frequently,319,Sales,4,Master,Marketing,311,Male,Sales Representative,Very High,Divorced,2793,4,No,17,Excellent,80,13,9,8,8
29,No,Travel_Frequently,1413,Sales,1,Below College,Medical,312,Female,Sales Executive,Very High,Married,7918,1,No,14,Excellent,80,11,11,10,1
35,No,Travel_Frequently,944,Sales,1,Bachelor,Marketing,314,Female,Sales Executive,High,Single,8789,1,No,14,Excellent,80,10,10,7,8
29,Yes,Travel_Rarely,896,Research & Development,18,Below College,Medical,315,Male,Research Scientist,Very High,Single,2389,1,Yes,13,Excellent,80,4,4,3,1
52,No,Travel_Rarely,1323,Research & Development,2,Bachelor,Life Sciences,316,Female,Laboratory Technician,Very High,Single,3212,7,No,15,Excellent,80,6,2,2,2
42,No,Travel_Rarely,532,Research & Development,4,College,Technical Degree,319,Male,Manager,Very High,Married,19232,1,No,11,Excellent,80,22,22,17,15
59,No,Travel_Rarely,818,Human Resources,6,College,Medical,321,Male,Human Resources,High,Married,2267,8,No,17,Excellent,80,7,2,2,2
50,No,Travel_Rarely,854,Sales,1,Master,Medical,323,Female,Manager,Very High,Divorced,19517,3,No,11,Excellent,80,32,7,0,6
33,Yes,Travel_Rarely,813,Research & Development,14,Bachelor,Medical,325,Male,Laboratory Technician,Very High,Married,2436,5,Yes,13,Excellent,80,8,5,4,4
43,No,Travel_Rarely,1034,Sales,16,Bachelor,Marketing,327,Female,Manager,Very High,Married,16064,5,Yes,22,Outstanding,80,22,17,13,9
33,Yes,Travel_Rarely,465,Research & Development,2,College,Life Sciences,328,Female,Laboratory Technician,Low,Married,2707,7,No,20,Outstanding,80,13,9,7,7
52,No,Non-Travel,771,Sales,2,Master,Life Sciences,329,Male,Manager,High,Single,19068,1,Yes,18,Excellent,80,33,33,7,12
32,No,Travel_Rarely,1401,Sales,4,College,Life Sciences,330,Female,Sales Representative,Medium,Married,3931,2,No,11,Excellent,80,6,4,3,2
32,Yes,Travel_Rarely,515,Research & Development,1,Bachelor,Life Sciences,331,Male,Laboratory Technician,High,Single,3730,0,Yes,14,Excellent,80,4,3,2,2
39,No,Travel_Rarely,1431,Research & Development,1,Master,Medical,332,Female,Laboratory Technician,High,Divorced,2232,7,No,14,Excellent,80,7,3,2,2
32,No,Non-Travel,976,Sales,26,Master,Marketing,333,Male,Sales Executive,Very High,Married,4465,0,No,18,Excellent,80,4,3,2,2
41,No,Travel_Rarely,1411,Research & Development,19,College,Life Sciences,334,Male,Research Scientist,Low,Divorced,3072,2,No,16,Excellent,80,17,1,0,0
40,No,Travel_Rarely,1300,Research & Development,24,College,Technical Degree,335,Male,Research Scientist,Very High,Divorced,3319,1,No,17,Excellent,80,9,9,8,7
45,No,Travel_Rarely,252,Research & Development,1,Bachelor,Other,336,Male,Manager,Very High,Married,19202,0,No,11,Excellent,80,25,24,0,7
31,No,Travel_Frequently,1327,Research & Development,3,Master,Medical,337,Male,Research Director,High,Divorced,13675,9,No,12,Excellent,80,9,2,2,2
33,No,Travel_Rarely,832,Research & Development,5,Master,Life Sciences,338,Female,Research Scientist,Very High,Married,2911,1,No,13,Excellent,80,2,2,2,2
34,No,Travel_Rarely,470,Research & Development,2,Master,Life Sciences,339,Male,Manufacturing Director,Low,Married,5957,6,No,13,Excellent,80,13,11,9,9
37,No,Travel_Rarely,1017,Research & Development,1,College,Medical,340,Female,Research Scientist,Low,Married,3920,2,No,14,Excellent,80,17,3,1,2
45,No,Travel_Frequently,1199,Research & Development,7,Master,Life Sciences,341,Male,Manufacturing Director,High,Married,6434,4,No,17,Excellent,80,9,3,2,2
37,Yes,Travel_Frequently,504,Research & Development,10,Bachelor,Medical,342,Male,Manufacturing Director,High,Divorced,10048,6,No,11,Excellent,80,17,1,0,0
39,No,Travel_Frequently,505,Research & Development,2,Master,Technical Degree,343,Female,Healthcare Representative,High,Single,10938,0,No,25,Outstanding,80,20,19,6,8
29,No,Travel_Rarely,665,Research & Development,15,Bachelor,Life Sciences,346,Male,Research Scientist,Very High,Single,2340,1,No,19,Excellent,80,6,6,5,5
42,No,Travel_Rarely,916,Research & Development,17,College,Life Sciences,347,Female,Research Scientist,Low,Single,6545,3,Yes,13,Excellent,80,10,3,2,2
29,No,Travel_Rarely,1247,Sales,20,College,Marketing,349,Male,Sales Executive,Very High,Divorced,6931,2,No,14,Excellent,80,10,3,2,2
25,No,Travel_Rarely,685,Research & Development,1,Bachelor,Life Sciences,350,Female,Manufacturing Director,High,Married,4898,0,No,12,Excellent,80,5,4,2,2
42,No,Travel_Rarely,269,Research & Development,2,Bachelor,Medical,351,Female,Laboratory Technician,Low,Divorced,2593,0,Yes,11,Excellent,80,10,9,6,8
40,No,Travel_Rarely,1416,Research & Development,2,College,Medical,352,Male,Research Director,High,Divorced,19436,0,No,19,Excellent,80,22,21,7,9
51,No,Travel_Rarely,833,Research & Development,1,Bachelor,Life Sciences,353,Male,Research Scientist,Very High,Married,2723,1,No,11,Excellent,80,1,1,0,0
31,Yes,Travel_Frequently,307,Research & Development,29,College,Medical,355,Male,Laboratory Technician,Medium,Single,3479,0,No,11,Excellent,80,6,5,4,4
32,No,Travel_Frequently,1311,Research & Development,7,Bachelor,Life Sciences,359,Male,Laboratory Technician,Medium,Married,2794,1,No,20,Outstanding,80,5,5,1,3
38,No,Non-Travel,1327,Sales,2,College,Life Sciences,361,Male,Sales Executive,Very High,Married,5249,3,No,18,Excellent,80,13,8,7,5
32,No,Travel_Rarely,128,Research & Development,2,Below College,Technical Degree,362,Male,Laboratory Technician,Low,Single,2176,4,No,13,Excellent,80,9,6,2,4
46,No,Travel_Rarely,488,Sales,2,Bachelor,Technical Degree,363,Female,Manager,Medium,Married,16872,3,Yes,12,Excellent,80,28,7,7,7
28,Yes,Travel_Rarely,529,Research & Development,2,Master,Life Sciences,364,Male,Laboratory Technician,High,Single,3485,2,No,11,Excellent,80,5,0,0,0
29,No,Travel_Rarely,1210,Sales,2,Bachelor,Medical,366,Male,Sales Executive,Medium,Married,6644,2,No,19,Excellent,80,10,0,0,0
31,No,Travel_Rarely,1463,Research & Development,23,Bachelor,Medical,367,Male,Healthcare Representative,Very High,Married,5582,0,No,21,Outstanding,80,10,9,0,8
25,No,Non-Travel,675,Research & Development,5,College,Life Sciences,369,Male,Healthcare Representative,Low,Divorced,4000,1,No,12,Excellent,80,6,6,3,5
45,No,Travel_Rarely,1385,Research & Development,20,College,Medical,372,Male,Healthcare Representative,Very High,Married,13496,0,Yes,14,Excellent,80,21,20,7,10
36,No,Travel_Rarely,1403,Research & Development,6,Bachelor,Life Sciences,373,Male,Laboratory Technician,Very High,Married,3210,0,No,11,Excellent,80,16,15,13,11
55,No,Travel_Rarely,452,Research & Development,1,Bachelor,Medical,374,Male,Manager,Low,Single,19045,0,Yes,14,Excellent,80,37,36,10,13
47,Yes,Non-Travel,666,Research & Development,29,Master,Life Sciences,376,Male,Manager,Medium,Married,11849,1,Yes,12,Excellent,80,10,10,7,9
28,No,Travel_Rarely,1158,Research & Development,9,Bachelor,Medical,377,Male,Research Scientist,Very High,Married,2070,1,No,23,Outstanding,80,5,5,2,4
37,No,Travel_Rarely,228,Sales,6,Master,Medical,378,Male,Sales Executive,Very High,Married,6502,4,No,14,Excellent,80,7,5,4,1
21,No,Travel_Rarely,996,Research & Development,3,College,Medical,379,Male,Research Scientist,High,Single,3230,1,No,17,Excellent,80,3,3,2,0
37,No,Non-Travel,728,Research & Development,1,Master,Medical,380,Female,Research Director,Very High,Divorced,13603,2,Yes,18,Excellent,80,15,5,2,2
35,No,Travel_Rarely,1315,Research & Development,22,Bachelor,Life Sciences,381,Female,Manager,Medium,Divorced,11996,7,No,18,Excellent,80,10,7,7,2
38,No,Travel_Rarely,322,Sales,7,College,Medical,382,Female,Sales Executive,Low,Divorced,5605,1,Yes,24,Outstanding,80,8,8,0,7
26,No,Travel_Frequently,1479,Research & Development,1,Bachelor,Life Sciences,384,Female,Manufacturing Director,Medium,Divorced,6397,1,No,20,Outstanding,80,6,6,5,4
50,No,Travel_Rarely,797,Research & Development,4,Below College,Life Sciences,385,Male,Research Director,Medium,Divorced,19144,3,No,14,Excellent,80,28,10,4,6
53,No,Travel_Rarely,1070,Research & Development,3,Master,Medical,386,Male,Research Director,High,Married,17584,3,Yes,16,Excellent,80,21,5,3,3
42,No,Travel_Rarely,635,Sales,1,Below College,Life Sciences,387,Male,Sales Executive,High,Married,4907,1,No,25,Outstanding,80,20,20,16,6
29,No,Travel_Frequently,442,Sales,2,College,Life Sciences,388,Male,Sales Executive,Very High,Single,4554,1,No,18,Excellent,80,10,10,7,9
55,No,Travel_Rarely,147,Research & Development,20,College,Technical Degree,389,Male,Laboratory Technician,Very High,Married,5415,3,Yes,19,Excellent,80,12,10,7,8
26,No,Travel_Frequently,496,Research & Development,11,College,Medical,390,Male,Healthcare Representative,Low,Married,4741,1,Yes,13,Excellent,80,5,5,3,3
37,No,Travel_Rarely,1372,Research & Development,1,Bachelor,Life Sciences,391,Female,Research Scientist,Very High,Single,2115,1,No,12,Excellent,80,17,17,12,7
44,Yes,Travel_Frequently,920,Research & Development,24,Bachelor,Life Sciences,392,Male,Laboratory Technician,High,Divorced,3161,3,Yes,22,Outstanding,80,19,1,0,0
38,No,Travel_Rarely,688,Research & Development,23,Master,Life Sciences,393,Male,Healthcare Representative,Very High,Divorced,5745,9,No,14,Excellent,80,10,2,2,2
26,Yes,Travel_Rarely,1449,Research & Development,16,Master,Medical,394,Male,Laboratory Technician,Medium,Divorced,2373,2,Yes,13,Excellent,80,5,3,2,2
28,No,Travel_Rarely,1117,Research & Development,8,College,Life Sciences,395,Female,Research Scientist,Very High,Single,3310,1,No,21,Outstanding,80,5,5,3,2
49,No,Travel_Frequently,636,Research & Development,10,Master,Life Sciences,396,Female,Research Director,Low,Single,18665,9,Yes,11,Excellent,80,22,3,2,2
36,No,Travel_Rarely,506,Research & Development,3,Bachelor,Technical Degree,397,Male,Research Scientist,Medium,Single,4485,4,No,12,Excellent,80,10,8,0,7
31,No,Travel_Frequently,444,Sales,5,Bachelor,Marketing,399,Female,Sales Representative,Medium,Divorced,2789,1,No,11,Excellent,80,2,2,2,2
26,Yes,Travel_Rarely,950,Sales,4,Master,Marketing,401,Male,Sales Executive,Very High,Single,5828,1,Yes,12,Excellent,80,8,8,7,4
37,No,Travel_Frequently,889,Research & Development,9,Bachelor,Medical,403,Male,Research Scientist,Very High,Married,2326,1,Yes,12,Excellent,80,4,4,2,2
42,No,Travel_Frequently,555,Sales,26,Bachelor,Marketing,404,Female,Sales Executive,Medium,Married,13525,5,No,14,Excellent,80,23,20,4,8
18,Yes,Travel_Rarely,230,Research & Development,3,Bachelor,Life Sciences,405,Male,Laboratory Technician,High,Single,1420,1,No,13,Excellent,80,0,0,0,0
35,No,Travel_Rarely,1232,Sales,16,Bachelor,Marketing,406,Male,Sales Executive,Medium,Married,8020,0,No,15,Excellent,80,12,11,9,9
36,No,Travel_Frequently,566,Research & Development,18,Master,Life Sciences,407,Male,Laboratory Technician,Very High,Married,3688,4,No,18,Excellent,80,4,1,0,0
51,No,Travel_Rarely,1302,Research & Development,2,Bachelor,Medical,408,Male,Manufacturing Director,Medium,Divorced,5482,5,No,18,Excellent,80,13,4,1,2
41,No,Travel_Rarely,334,Sales,2,Master,Life Sciences,410,Male,Manager,Medium,Single,16015,1,No,19,Excellent,80,22,22,10,4
18,No,Travel_Rarely,812,Sales,10,Bachelor,Medical,411,Female,Sales Representative,High,Single,1200,1,No,12,Excellent,80,0,0,0,0
28,No,Travel_Rarely,1476,Research & Development,16,College,Medical,412,Male,Healthcare Representative,Low,Single,5661,0,No,19,Excellent,80,9,8,3,7
31,No,Travel_Rarely,218,Sales,7,Bachelor,Technical Degree,416,Male,Sales Executive,Very High,Married,6929,4,No,11,Excellent,80,10,8,7,7
39,No,Travel_Rarely,1132,Research & Development,1,Bachelor,Medical,417,Male,Healthcare Representative,Very High,Divorced,9613,0,No,17,Excellent,80,19,18,10,7
36,No,Non-Travel,1105,Research & Development,24,Master,Life Sciences,419,Female,Laboratory Technician,Medium,Married,5674,7,No,15,Excellent,80,11,9,8,8
